ID,Name,Latitude,Longitude,Car,Bicycle,Motorcycle,Gentsuki,Price,Unit_of_Time,Review,Current_Free_Spot,Uploader,Timestamp,Image Path
641,タイムズ 近鉄石切駅前,34.6852864,135.6548211,None,None,None,None,None,None,None,10,None,None,None
642,市立;あしや温泉（Ｐ無）,34.7242801,135.3123183,None,None,None,None,None,None,None,8,None,None,None
643,タイムズ,34.7337866,135.5200081,None,None,None,None,None,None,None,7,None,None,None
644,キョウテク,35.0303330,135.7361839,None,None,None,None,None,None,None,3,None,None,None
645,Boo Boo Park 上七軒第２駐車場,35.0290124,135.7376343,None,None,None,None,None,None,None,4,None,None,None
646,n/a,34.6546928,135.4371839,None,None,None,None,None,None,None,0,None,None,None
647,n/a,34.6544749,135.4365707,None,None,None,None,None,None,None,0,None,None,None
648,n/a,34.7441441,135.6049503,None,None,None,None,None,None,None,9,None,None,None
649,n/a,34.6526398,135.4450086,None,None,None,None,None,None,None,2,None,None,None
650,タイムズ 香櫨園テニスクラブ,34.7265045,135.3256859,None,None,None,None,None,None,None,0,None,None,None
651,n/a,34.7557551,135.3621490,None,None,None,None,None,None,None,5,None,None,None
652,タイムズ,34.6664658,135.4578963,None,None,None,None,None,None,None,8,None,None,None
653,n/a,34.9899549,135.7490859,None,None,None,None,None,None,None,4,None,None,None
654,n/a,34.7454977,135.3715452,None,None,None,None,None,None,None,4,None,None,None
655,神州温泉;あるごの湯,34.7380660,135.4790209,None,None,None,None,None,None,None,9,None,None,None
656,華の湯,34.5607701,135.5733506,None,None,None,None,None,None,None,9,None,None,None
657,ふれ愛温泉矢田（Ｐ無）,34.6002429,135.5302843,None,None,None,None,None,None,None,6,None,None,None
658,大本山 霊山寺;薬師湯殿,34.6744512,135.7440747,None,None,None,None,None,None,None,1,None,None,None
659,源気温泉;八尾おゆば,34.6142919,135.6239669,None,None,None,None,None,None,None,7,None,None,None
660,ゆららの湯押熊店,34.7179529,135.7652328,None,None,None,None,None,None,None,9,None,None,None
661,極楽湯奈良店,34.6743326,135.8018264,None,None,None,None,None,None,None,0,None,None,None
662,ゆららの湯奈良店,34.6695026,135.8027819,None,None,None,None,None,None,None,4,None,None,None
663,上方温泉;一休京都本館,34.8356813,135.8260261,None,None,None,None,None,None,None,1,None,None,None
664,宇治天然温泉;源氏の湯,34.8694060,135.7789939,None,None,None,None,None,None,None,10,None,None,None
665,竹取温泉 灯りの湯,34.8548334,135.6998017,None,None,None,None,None,None,None,5,None,None,None
666,極楽湯枚方店,34.8474068,135.6943040,None,None,None,None,None,None,None,8,None,None,None
667,東香里湯元;水春,34.7750063,135.6577177,None,None,None,None,None,None,None,9,None,None,None
668,湯快のゆ門真店,34.7196725,135.6063911,None,None,None,None,None,None,None,8,None,None,None
669,鶴見緑地湯元;水春,34.7088015,135.5801163,None,None,None,None,None,None,None,1,None,None,None
670,タック桃山（Ｐ無）,34.6626676,135.5266707,None,None,None,None,None,None,None,5,None,None,None
671,延羽の湯鶴橋店（Ｐ無）,34.6657457,135.5360204,None,None,None,None,None,None,None,7,None,None,None
672,天然温泉;こうわの湯,34.6500106,135.4767440,None,None,None,None,None,None,None,7,None,None,None
673,天然温泉;ひなたの湯（Ｐ無）,34.7315515,135.4895490,None,None,None,None,None,None,None,1,None,None,None
674,和らかの湯,34.7334062,135.4109184,None,None,None,None,None,None,None,0,None,None,None
675,潮芦屋温泉;スパ水春,34.7117115,135.3184281,None,None,None,None,None,None,None,10,None,None,None
676,ひらの湯,34.8795980,135.4032430,None,None,None,None,None,None,None,8,None,None,None
677,n/a,34.7768621,135.5441666,None,None,None,None,None,None,None,4,None,None,None
678,タイムズ,34.7798941,135.4973117,None,None,None,None,None,None,None,9,None,None,None
679,タイムパーキング東園田町第2,34.7527385,135.4441063,None,None,None,None,None,None,None,5,None,None,None
680,東園田第二ガレージ,34.7527585,135.4439828,None,None,None,None,None,None,None,3,None,None,None
681,BooBoo parking,34.9699758,135.7708603,None,None,None,None,None,None,None,3,None,None,None
682,n/a,34.6836402,135.4642215,None,None,None,None,None,None,None,2,None,None,None
683,n/a,34.6644472,135.4554470,None,None,None,None,None,None,None,7,None,None,None
684,Paraca,34.6639593,135.4605151,None,None,None,None,None,None,None,7,None,None,None
685,n/a,34.7855937,135.5058298,None,None,None,None,None,None,None,3,None,None,None
686,三井のリパーク,34.9314990,135.7585491,None,None,None,None,None,None,None,6,None,None,None
687,n/a,34.7785166,135.5071239,None,None,None,None,None,None,None,6,None,None,None
688,n/a,34.5789364,135.5365276,None,None,None,None,None,None,None,1,None,None,None
689,n/a,34.6869215,135.8295930,None,None,None,None,None,None,None,7,None,None,None
690,n/a,34.7785474,135.5174249,None,None,None,None,None,None,None,5,None,None,None
691,タイムパーキング一ヶ谷町第2,34.7569785,135.3400850,None,None,None,None,None,None,None,5,None,None,None
692,n/a,34.7562310,135.3625657,None,None,None,None,None,None,None,9,None,None,None
693,n/a,34.5922950,135.6253624,None,None,None,None,None,None,None,10,None,None,None
694,One Park 千里山東1丁目,34.7748644,135.5064245,None,None,None,None,None,None,None,0,None,None,None
695,n/a,34.7730198,135.5063186,None,None,None,None,None,None,None,0,None,None,None
696,三井のリパーク,34.9799503,135.7704511,None,None,None,None,None,None,None,7,None,None,None
697,三井のリパーク,34.9773641,135.7706342,None,None,None,None,None,None,None,7,None,None,None
698,エコロパーク 帝塚山中第１,34.6207201,135.4998189,None,None,None,None,None,None,None,7,None,None,None
699,n/a,34.6809981,135.5254051,None,None,None,None,None,None,None,6,None,None,None
700,n/a,34.7047415,135.4965519,None,None,None,None,None,None,None,9,None,None,None
701,エコロパーク,34.6688302,135.5218908,None,None,None,None,None,None,None,0,None,None,None
702,n/a,34.6933054,135.6508528,None,None,None,None,None,None,None,1,None,None,None
703,別館駐車場,34.7422595,135.3589533,None,None,None,None,None,None,None,1,None,None,None
704,伏見稲荷駅前パーキング,34.9684848,135.7687519,None,None,None,None,None,None,None,0,None,None,None
705,n/a,34.9070457,135.7197100,None,None,None,None,None,None,None,4,None,None,None
706,タイムズ南千里,34.7869027,135.5040092,None,None,None,None,None,None,None,4,None,None,None
707,京阪淀駅東,34.9096081,135.7284510,None,None,None,None,None,None,None,1,None,None,None
708,タイムズ,34.7449133,135.3552017,None,None,None,None,None,None,None,1,None,None,None
709,n/a,34.5799749,135.5559434,None,None,None,None,None,None,None,1,None,None,None
710,n/a,34.7811415,135.6709452,None,None,None,None,None,None,None,9,None,None,None
711,n/a,34.7421701,135.3552747,None,None,None,None,None,None,None,9,None,None,None
712,n/a,34.7120242,135.3304488,None,None,None,None,None,None,None,0,None,None,None
713,n/a,34.7370748,135.3573072,None,None,None,None,None,None,None,0,None,None,None
714,n/a,34.7046577,135.3751324,None,None,None,None,None,None,None,3,None,None,None
715,n/a,34.5462266,135.5537260,None,None,None,None,None,None,None,0,None,None,None
716,n/a,34.5451462,135.5545574,None,None,None,None,None,None,None,0,None,None,None
717,n/a,34.5445243,135.5552762,None,None,None,None,None,None,None,1,None,None,None
718,n/a,34.5706860,135.5507125,None,None,None,None,None,None,None,1,None,None,None
719,n/a,34.5714093,135.5506307,None,None,None,None,None,None,None,0,None,None,None
720,タイムズ,34.7606911,135.3294092,None,None,None,None,None,None,None,8,None,None,None
721,n/a,34.7889354,135.5389765,None,None,None,None,None,None,None,1,None,None,None
722,n/a,34.7418042,135.4438562,None,None,None,None,None,None,None,8,None,None,None
723,n/a,34.7087138,135.4967545,None,None,None,None,None,None,None,3,None,None,None
724,n/a,34.7544347,135.3398050,None,None,None,None,None,None,None,6,None,None,None
725,タイムズ,34.7346854,135.3452285,None,None,None,None,None,None,None,5,None,None,None
726,n/a,34.7281237,135.3454873,None,None,None,None,None,None,None,8,None,None,None
727,タイムパーキング,34.7218558,135.3717848,None,None,None,None,None,None,None,3,None,None,None
728,n/a,34.5536138,135.6080978,None,None,None,None,None,None,None,6,None,None,None
729,P.ZONE,34.7331434,135.3549443,None,None,None,None,None,None,None,3,None,None,None
730,タイムズ,35.0080853,135.7592889,None,None,None,None,None,None,None,1,None,None,None
731,n/a,34.9028520,135.3648126,None,None,None,None,None,None,None,6,None,None,None
732,n/a,34.8130466,135.4966746,None,None,None,None,None,None,None,2,None,None,None
733,n/a,34.8144780,135.4970233,None,None,None,None,None,None,None,5,None,None,None
734,n/a,34.5447430,135.5552213,None,None,None,None,None,None,None,2,None,None,None
735,n/a,34.6927043,135.2652621,None,None,None,None,None,None,None,2,None,None,None
736,n/a,34.6834717,135.2763077,None,None,None,None,None,None,None,2,None,None,None
737,n/a,35.0081334,135.5843608,None,None,None,None,None,None,None,7,None,None,None
738,屋内パーキング,34.7518630,135.4495622,None,None,None,None,None,None,None,0,None,None,None
739,タイムズ,34.7349036,135.5621370,None,None,None,None,None,None,None,2,None,None,None
740,タイムズ,34.7432191,135.5650560,None,None,None,None,None,None,None,1,None,None,None
741,n/a,34.6860421,135.8324423,None,None,None,None,None,None,None,2,None,None,None
742,n/a,34.6865202,135.8328527,None,None,None,None,None,None,None,4,None,None,None
743,n/a,34.6867383,135.8321590,None,None,None,None,None,None,None,9,None,None,None
744,エコロパーク東園田第２,34.7590811,135.4454322,None,None,None,None,None,None,None,0,None,None,None
745,リパーク,34.8277670,135.4763981,None,None,None,None,None,None,None,7,None,None,None
746,リパーク,34.8219272,135.4874633,None,None,None,None,None,None,None,3,None,None,None
747,n/a,34.8342355,135.4698880,None,None,None,None,None,None,None,2,None,None,None
748,n/a,34.8380077,135.5055347,None,None,None,None,None,None,None,9,None,None,None
749,タイムズ,35.0064860,135.7582977,None,None,None,None,None,None,None,9,None,None,None
750,n/a,34.8091471,135.6290823,None,None,None,None,None,None,None,9,None,None,None
751,タイムパーキング,34.7602037,135.3576660,None,None,None,None,None,None,None,0,None,None,None
752,NPC,34.7070796,135.3753943,None,None,None,None,None,None,None,4,None,None,None
753,n/a,34.7454882,135.4050551,None,None,None,None,None,None,None,9,None,None,None
754,n/a,34.6825108,135.4901164,None,None,None,None,None,None,None,4,None,None,None
755,タイムズ,34.7341210,135.3281600,None,None,None,None,None,None,None,3,None,None,None
756,タイムズ,34.7443172,135.4453406,None,None,None,None,None,None,None,0,None,None,None
757,n/a,34.7925344,135.4022403,None,None,None,None,None,None,None,6,None,None,None
758,n/a,34.7925181,135.4024927,None,None,None,None,None,None,None,3,None,None,None
759,n/a,34.7923823,135.4028631,None,None,None,None,None,None,None,0,None,None,None
760,D-Parking,34.7909211,135.4051704,None,None,None,None,None,None,None,4,None,None,None
761,n/a,34.8156886,135.3371961,None,None,None,None,None,None,None,6,None,None,None
762,リパーク,34.8154645,135.3375478,None,None,None,None,None,None,None,9,None,None,None
763,リパーク,34.8123155,135.3482922,None,None,None,None,None,None,None,1,None,None,None
764,n/a,34.7406471,135.4734998,None,None,None,None,None,None,None,8,None,None,None
765,タイムズ,34.8752322,135.7485353,None,None,None,None,None,None,None,7,None,None,None
766,リパーク,34.9378939,135.7568985,None,None,None,None,None,None,None,10,None,None,None
767,n/a,34.7766781,135.5315079,None,None,None,None,None,None,None,6,None,None,None
768,n/a,35.0184676,135.7672314,None,None,None,None,None,None,None,6,None,None,None
769,リパーク,35.0163083,135.7632258,None,None,None,None,None,None,None,9,None,None,None
770,三井のリパーク,34.7346389,135.4832238,None,None,None,None,None,None,None,2,None,None,None
771,柴田駐車場,34.6814298,135.8272696,None,None,None,None,None,None,None,1,None,None,None
772,アットパーク,34.7873791,135.3558674,None,None,None,None,None,None,None,2,None,None,None
773,GSパーク,34.7429636,135.3275962,None,None,None,None,None,None,None,2,None,None,None
774,n/a,34.8039680,135.3833440,None,None,None,None,None,None,None,0,None,None,None
775,n/a,34.7829799,135.4229388,None,None,None,None,None,None,None,3,None,None,None
776,リパーク,34.7308537,135.2996546,None,None,None,None,None,None,None,4,None,None,None
777,n/a,34.7217461,135.2836624,None,None,None,None,None,None,None,4,None,None,None
778,n/a,34.7516676,135.5660644,None,None,None,None,None,None,None,9,None,None,None
779,n/a,34.7903275,135.5429663,None,None,None,None,None,None,None,7,None,None,None
780,APパーク,34.7105604,135.4974090,None,None,None,None,None,None,None,2,None,None,None
781,n/a,34.6847309,135.5500280,None,None,None,None,None,None,None,3,None,None,None
782,南海パーキング 堺東駅,34.5770089,135.4848958,None,None,None,None,None,None,None,2,None,None,None
783,三井のリパーク,34.9867985,135.7690001,None,None,None,None,None,None,None,0,None,None,None
784,n/a,34.9472419,135.7634012,None,None,None,None,None,None,None,2,None,None,None
785,柳ノ下東パーキング,34.9748296,135.7641057,None,None,None,None,None,None,None,5,None,None,None
786,GSPark,34.9053905,135.7202026,None,None,None,None,None,None,None,8,None,None,None
787,n/a,34.8635816,135.7784937,None,None,None,None,None,None,None,2,None,None,None
788,n/a,34.7508988,135.4838960,None,None,None,None,None,None,None,10,None,None,None
789,n/a,34.5661572,135.5967419,None,None,None,None,None,None,None,2,None,None,None
790,サンライトパーキング藤井寺,34.5689688,135.5967928,None,None,None,None,None,None,None,6,None,None,None
791,n/a,34.8346427,135.4990934,None,None,None,None,None,None,None,7,None,None,None
792,泉涌寺霊園・墓参者専用 第２駐車場,34.9811475,135.7797886,None,None,None,None,None,None,None,5,None,None,None
793,n/a,35.0255542,135.6738916,None,None,None,None,None,None,None,1,None,None,None
794,n/a,34.7370379,135.8228856,None,None,None,None,None,None,None,7,None,None,None
795,n/a,34.8453702,135.6993350,None,None,None,None,None,None,None,9,None,None,None
796,n/a,34.8393902,135.6985880,None,None,None,None,None,None,None,2,None,None,None
797,n/a,34.8110588,135.5596175,None,None,None,None,None,None,None,9,None,None,None
798,n/a,34.7061748,135.4981989,None,None,None,None,None,None,None,0,None,None,None
799,n/a,34.6811057,135.5664369,None,None,None,None,None,None,None,3,None,None,None
800,タイムパーキング,34.7469726,135.4406038,None,None,None,None,None,None,None,0,None,None,None
801,タイムパーキング,34.7453483,135.4367656,None,None,None,None,None,None,None,10,None,None,None
802,D-パーキング,34.7470707,135.4356544,None,None,None,None,None,None,None,5,None,None,None
803,タイムパーキング,34.7470762,135.4358751,None,None,None,None,None,None,None,7,None,None,None
804,エコロパーク,34.7573369,135.4208238,None,None,None,None,None,None,None,5,None,None,None
805,D-Parking,34.7491902,135.4068918,None,None,None,None,None,None,None,9,None,None,None
806,n/a,34.7604137,135.4111692,None,None,None,None,None,None,None,0,None,None,None
807,退蔵院 参拝者専用 第二駐車場,35.0208800,135.7209738,None,None,None,None,None,None,None,3,None,None,None
808,n/a,34.7320815,135.4286752,None,None,None,None,None,None,None,5,None,None,None
809,Ecolo Park,34.6847251,135.5146918,None,None,None,None,None,None,None,4,None,None,None
810,グラン・アーモ パーキング,34.7088626,135.5010232,None,None,None,None,None,None,None,9,None,None,None
811,n/a,34.7573336,135.4957715,None,None,None,None,None,None,None,0,None,None,None
812,n/a,34.6209027,135.5275512,None,None,None,None,None,None,None,6,None,None,None
813,エルパーク,34.6953889,135.4859747,None,None,None,None,None,None,None,10,None,None,None
814,n/a,34.5933951,135.4879622,None,None,None,None,None,None,None,7,None,None,None
815,パーラーメトロ,34.6648067,135.5719344,None,None,None,None,None,None,None,0,None,None,None
816,n/a,34.6584414,135.5508018,None,None,None,None,None,None,None,5,None,None,None
817,n/a,34.6322661,135.5648601,None,None,None,None,None,None,None,7,None,None,None
818,n/a,34.6397992,135.5592868,None,None,None,None,None,None,None,3,None,None,None
819,n/a,34.6420584,135.5550000,None,None,None,None,None,None,None,10,None,None,None
820,n/a,34.6528634,135.5666019,None,None,None,None,None,None,None,8,None,None,None
821,S.Y 倉庫モータープール,34.6605174,135.5709926,None,None,None,None,None,None,None,3,None,None,None
822,三井のリパーク,34.6630699,135.5728998,None,None,None,None,None,None,None,3,None,None,None
823,三井のリパーク,34.6612068,135.5740369,None,None,None,None,None,None,None,9,None,None,None
824,門真けいじん会クリニック ユルギ歯科医院専用駐車場,34.7450169,135.5801618,None,None,None,None,None,None,None,2,None,None,None
825,n/a,34.6509515,135.5536885,None,None,None,None,None,None,None,3,None,None,None
826,三井のリパーク,34.6478364,135.5651883,None,None,None,None,None,None,None,5,None,None,None
827,あやめモータープール,34.6732002,135.5381477,None,None,None,None,None,None,None,7,None,None,None
828,玉造東パーキング,34.6747895,135.5360422,None,None,None,None,None,None,None,6,None,None,None
829,サクラモータープール,34.6781864,135.5348620,None,None,None,None,None,None,None,1,None,None,None
830,三井のリパーク,34.6891291,135.5019751,None,None,None,None,None,None,None,4,None,None,None
831,下澤モータープール,34.6790381,135.5371889,None,None,None,None,None,None,None,0,None,None,None
832,n/a,34.6341300,135.8069321,None,None,None,None,None,None,None,0,None,None,None
833,n/a,34.6511294,135.5553030,None,None,None,None,None,None,None,4,None,None,None
834,布施北モータープール,34.6675734,135.5685257,None,None,None,None,None,None,None,2,None,None,None
835,n/a,34.7202849,135.3606593,None,None,None,None,None,None,None,6,None,None,None
836,n/a,34.7820115,135.5228564,None,None,None,None,None,None,None,7,None,None,None
837,n/a,34.5733343,135.4838564,None,None,None,None,None,None,None,4,None,None,None
838,n/a,34.5657769,135.5205433,None,None,None,None,None,None,None,1,None,None,None
839,タイムズ,34.6658040,135.5585257,None,None,None,None,None,None,None,5,None,None,None
840,n/a,34.7061185,135.7325287,None,None,None,None,None,None,None,2,None,None,None
841,n/a,34.7058209,135.7328586,None,None,None,None,None,None,None,5,None,None,None
842,MTEC,34.7397969,135.4962972,None,None,None,None,None,None,None,0,None,None,None
843,n/a,34.6883177,135.8241837,None,None,None,None,None,None,None,4,None,None,None
844,タイムパーキング,34.7619837,135.3904203,None,None,None,None,None,None,None,8,None,None,None
845,大阪市立法円坂駐車場第2号ブロック,34.6813747,135.5179788,None,None,None,None,None,None,None,1,None,None,None
846,n/a,34.7031414,135.5078416,None,None,None,None,None,None,None,1,None,None,None
847,n/a,34.9893350,135.7408397,None,None,None,None,None,None,None,2,None,None,None
848,タイムズ,34.7347380,135.4933510,None,None,None,None,None,None,None,6,None,None,None
849,タイムズ,34.8285105,135.4119823,None,None,None,None,None,None,None,3,None,None,None
850,n/a,34.9370961,135.6913421,None,None,None,None,None,None,None,8,None,None,None
851,n/a,34.6515099,135.5827069,None,None,None,None,None,None,None,5,None,None,None
852,n/a,34.7419024,135.5216113,None,None,None,None,None,None,None,8,None,None,None
853,P.ZONE,34.8527417,135.6160058,None,None,None,None,None,None,None,2,None,None,None
854,n/a,34.8539004,135.6158409,None,None,None,None,None,None,None,2,None,None,None
855,n/a,34.8531627,135.6157811,None,None,None,None,None,None,None,4,None,None,None
856,n/a,34.7079806,135.5059176,None,None,None,None,None,None,None,2,None,None,None
857,n/a,34.7081813,135.5058941,None,None,None,None,None,None,None,6,None,None,None
858,n/a,34.5856435,135.6303821,None,None,None,None,None,None,None,3,None,None,None
859,n/a,34.6685920,135.5843420,None,None,None,None,None,None,None,1,None,None,None
860,パークリノベーション,34.7401668,135.5061551,None,None,None,None,None,None,None,9,None,None,None
861,ジーエスパーク新大阪駅前,34.7359938,135.4989880,None,None,None,None,None,None,None,6,None,None,None
862,西淡路町パーキング,34.7404244,135.5101758,None,None,None,None,None,None,None,5,None,None,None
863,n/a,34.9518358,135.7550384,None,None,None,None,None,None,None,2,None,None,None
864,n/a,34.7198136,135.4258621,None,None,None,None,None,None,None,8,None,None,None
865,n/a,34.7965415,135.4929246,None,None,None,None,None,None,None,0,None,None,None
866,n/a,34.7962811,135.4928535,None,None,None,None,None,None,None,10,None,None,None
867,タイムズ,34.7344281,135.4935935,None,None,None,None,None,None,None,2,None,None,None
868,n/a,34.7140396,135.3632382,None,None,None,None,None,None,None,7,None,None,None
869,三井のリパーク,34.7357693,135.4948086,None,None,None,None,None,None,None,5,None,None,None
870,n/a,34.7485693,135.6923291,None,None,None,None,None,None,None,3,None,None,None
871,n/a,35.0203654,135.6812997,None,None,None,None,None,None,None,5,None,None,None
872,n/a,35.0467056,135.5896648,None,None,None,None,None,None,None,4,None,None,None
873,n/a,35.0282755,135.6561568,None,None,None,None,None,None,None,6,None,None,None
874,n/a,34.7648084,135.6191883,None,None,None,None,None,None,None,3,None,None,None
875,n/a,34.7654115,135.6176867,None,None,None,None,None,None,None,6,None,None,None
876,n/a,34.7659705,135.6185651,None,None,None,None,None,None,None,3,None,None,None
877,n/a,34.7645376,135.6170876,None,None,None,None,None,None,None,9,None,None,None
878,n/a,34.7643096,135.6171058,None,None,None,None,None,None,None,3,None,None,None
879,タイムズ,34.7121959,135.4696083,None,None,None,None,None,None,None,4,None,None,None
880,n/a,34.6234988,135.5098203,None,None,None,None,None,None,None,5,None,None,None
881,タイムパーク,34.7123625,135.5457647,None,None,None,None,None,None,None,10,None,None,None
882,タイムズ,34.6796162,135.5083159,None,None,None,None,None,None,None,10,None,None,None
883,441タワーパーキング,34.6769771,135.5090551,None,None,None,None,None,None,None,8,None,None,None
884,n/a,34.7995277,135.5073207,None,None,None,None,None,None,None,9,None,None,None
885,n/a,34.7025383,135.5238165,None,None,None,None,None,None,None,3,None,None,None
886,東洋カーマックス,34.5794625,135.4675084,None,None,None,None,None,None,None,6,None,None,None
887,n/a,34.7187864,135.3755723,None,None,None,None,None,None,None,7,None,None,None
888,名鉄協商パーキング,34.5464984,135.5187320,None,None,None,None,None,None,None,0,None,None,None
889,n/a,34.9299871,135.6956240,None,None,None,None,None,None,None,8,None,None,None
890,n/a,34.9299280,135.6972742,None,None,None,None,None,None,None,3,None,None,None
891,大丸モータープール,34.7320453,135.5091798,None,None,None,None,None,None,None,6,None,None,None
892,タイムズ,34.6977948,135.4997639,None,None,None,None,None,None,None,2,None,None,None
893,タイムズ,34.7127857,135.5434329,None,None,None,None,None,None,None,8,None,None,None
894,ジャストインパーク,34.7121915,135.5120130,None,None,None,None,None,None,None,9,None,None,None
895,n/a,34.6515195,135.5816265,None,None,None,None,None,None,None,8,None,None,None
896,マクドナルド,34.6392719,135.5178544,None,None,None,None,None,None,None,5,None,None,None
897,Coin park,34.7228427,135.2910456,None,None,None,None,None,None,None,7,None,None,None
898,eco cube,34.7268814,135.2903250,None,None,None,None,None,None,None,1,None,None,None
899,Times parking,34.9968064,135.7589024,None,None,None,None,None,None,None,10,None,None,None
900,n/a,34.6529911,135.4931384,None,None,None,None,None,None,None,10,None,None,None
901,n/a,34.7633702,135.4198730,None,None,None,None,None,None,None,8,None,None,None
902,Example Parking,34.8369879,135.5615425,False,True,True,True,500,30,5,3,None,None,None
